review,sentiments,word_count,tokens_count,clean_review
"Using all earpieces, left or right, this thing will not stay on my ear.",0,14,17,using earpieces left right thing stay ear
Great product and price.,1,4,5,great product price
"Sounds good reasonably priced and effective, Its that simple !",1,10,11,sounds good reasonably priced effective simple
Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,14,18,still waiting sure item would work well ever recieve
what a disappointment,0,3,3,disappointment
Very prompt service.,1,3,4,prompt service
Excellent product for the price.,1,5,6,excellent product price
Excellent product for the price.,1,5,6,excellent product price
Very pleased with this headset.,1,5,6,pleased headset
don't waste your money and time.,0,6,8,waste money time
I especially love the long battery life.,1,7,8,especially love long battery life
"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0,24,29,stupid keep buying new chargers car chargers cradles headphones car kits every time new phone comes
Plantronics Bluetooth Excelent Buy.,1,4,5,plantronics bluetooth excelent buy
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0,21,23,came verizon cingulair nicer cell phones first thing noticed really bad service
I'll be looking for a new earpiece.,0,7,9,looking new earpiece
I highly recommend this device to everyone!,1,7,8,highly recommend device everyone
Jawbone Era is awesome too!,1,5,6,jawbone era awesome
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0,26,26,received white colored battery goes dead couple hoursthe original used last week still lasts longer thereplacement
After a year the battery went completely dead on my headset.,0,11,12,year battery went completely dead headset
"I have used several phone in two years, but this one is the best.",1,14,16,used several phone two years one best
An Awesome New Look For Fall 2000!.,1,7,9,awesome new look fall
This is the first phone I've had that has been so cheaply made.,0,13,15,first phone cheaply made
"Att is not clear, sound is very distorted and you have to yell when you talk.",0,16,18,att clear sound distorted yell talk
The plastic breaks really easy on this clip.,0,8,9,plastic breaks really easy clip
Price is good too.,1,4,5,price good
Don't make the same mistake I did.,0,7,9,make mistake
Oh and I forgot to also mention the weird color effect it has on your phone.,0,16,17,oh forgot also mention weird color effect phone
I'm using it with an iriver SPINN (with case) and it fits fine.,1,13,17,using iriver spinn case fits fine
Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,15,19,also area unit broke fond magnetic strap
"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,20,22,overall psyched phone appointments contacts gets great reception
"every thing on phone work perfectly, she like it.",1,9,11,every thing phone work perfectly like
"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,19,22,another note phone appearance really looks rather bland especially black model
IT'S REALLY EASY.,1,3,5,really easy
My Sanyo has survived dozens of drops on blacktop without ill effect.,1,12,13,sanyo survived dozens drops blacktop without ill effect
Fantastic earphones.,1,2,3,fantastic earphones
It finds my cell phone right away when I enter the car.,1,12,13,finds cell phone right away enter car
Low Quality.,0,2,3,low quality
I highly recommend this modest priced cellular phone.,1,8,9,highly recommend modest priced cellular phone
But it does get better reception and clarity than any phone I've had before.,1,14,16,get better reception clarity phone
Warning - Stay away.,0,4,5,warning stay away
I wish I could return the unit and get back my money.,0,12,13,wish could return unit get back money
Awsome Device Works Great!!.,1,4,7,awsome device works great
I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0,21,22,used talk hours battery would literally drained dying
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,22,26,find bad unit comes one earpad would recommend anyone
Very Displeased.,0,2,3,displeased
"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,20,22,might gotten defect would risk buying built quality alone
They made this case too small and is very difficult to install.,0,12,13,made case small difficult install
Restored my phone to like new performance.,1,7,8,restored phone like new performance
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,18,20,would recommend purchasing jabra jx series works flawlessly moto q go figure
"I searched the Internet, and found this one to be the best value.",1,13,15,searched internet found one best value
Does not fit.,0,3,4,fit
Does not fit.,0,3,4,fit
Very happy with this product.,1,5,6,happy product
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,20,23,screen size big key pad lit well enough camera quality excellent camera phone
There's really nothing bad I can say about this headset.,0,10,12,really nothing bad say headset
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,17,21,glad found product amazon hard find high priced
Portable and it works.,1,4,5,portable works
"My colleague & I now get great reception.A little expensive, but performance is great.",1,14,16,colleague get great reception little expensive performance great
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,29,30,even fully charged went bed turned blue tooth wi fi noticed left morning
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,22,24,also problems phone reading memory card always turn
Not good when wearing a hat or sunglasses.,0,8,9,good wearing hat sunglasses
Timely shipment and quality product.,1,5,6,timely shipment quality product
Nice solid keyboard.,1,3,4,nice solid keyboard
Very well made and fits my Surefire GX2 perfectly.,1,9,10,well made fits surefire gx perfectly
Horrible phone.,0,2,3,horrible phone
BT50 battery junk!.,0,3,5,bt battery junk
We would recommend these to others.,1,6,7,would recommend others
Cant get the software to work with my computer.,0,9,10,cant get software work computer
Disappointed!.,0,1,3,disappointed
poor voice clarity.,0,3,4,poor voice clarity
The battery works great!,1,4,5,battery works great
No buyers remorse on this one!.,0,6,8,buyers remorse one
Very disappointed in AccessoryOne.,0,4,5,disappointed accessoryone
